item_no,source_filename,shot_type,photo_index,notes
001,FullSizeRender-Photoroom.JPG,front,1,
001,FullSizeRender-Photoroom 13.JPG,back,2,
001,IMG_0351-Photoroom.JPG,detail,3,
001,IMG_0352-Photoroom.JPG,detail,4,
001,IMG_0353-Photoroom.JPG,detail,5,
001,IMG_0354-Photoroom.JPG,detail,6,
001,IMG_0355-Photoroom.JPG,detail,7,
001,IMG_0358-Photoroom.JPG,detail,8,
001,IMG_0356-Photoroom.JPG,measure,9,
001,IMG_0357-Photoroom.JPG,measure,10,
002,FullSizeRender-Photoroom 4.JPG,front,1,
002,FullSizeRender-Photoroom 3.JPG,back,2,
002,IMG_0359-Photoroom.JPG,detail,3,
002,IMG_0360-Photoroom.JPG,detail,4,
002,IMG_0361-Photoroom.JPG,detail,5,
002,IMG_0362-Photoroom.JPG,detail,6,
002,IMG_0363-Photoroom.JPG,detail,7,
002,IMG_0364-Photoroom.JPG,detail,8,
002,IMG_0365-Photoroom.JPG,detail,9,
002,IMG_0366-Photoroom.JPG,detail,10,
002,IMG_0368-Photoroom.JPG,detail,11,
002,IMG_0367-Photoroom.JPG,defect,12,ledger: marks on left sleeve - confirm this is the right shot
003,IMG_0369-Photoroom.JPG,front,1,
003,IMG_0378-Photoroom.JPG,back,2,
003,IMG_0370-Photoroom.JPG,detail,3,
003,IMG_0371-Photoroom.JPG,detail,4,
003,IMG_0372-Photoroom.JPG,detail,5,
003,IMG_0373-Photoroom.JPG,detail,6,
003,IMG_0374-Photoroom.JPG,detail,7,
003,IMG_0375-Photoroom.JPG,detail,8,
003,IMG_0376-Photoroom.JPG,detail,9,
003,IMG_0377-Photoroom.JPG,detail,10,
003,IMG_0379-Photoroom.JPG,detail,11,
003,IMG_0380-Photoroom.JPG,detail,12,
003,IMG_0381-Photoroom.JPG,measure,13,
003,IMG_0382-Photoroom.JPG,measure,14,
004,FullSizeRender-Photoroom 6.JPG,front,1,
004,FullSizeRender-Photoroom 5.JPG,back,2,
004,IMG_0383-Photoroom.JPG,detail,3,
004,IMG_0384-Photoroom.JPG,detail,4,
004,IMG_0385-Photoroom.JPG,detail,5,
004,IMG_0386-Photoroom.JPG,detail,6,
004,IMG_0387-Photoroom.JPG,detail,7,
004,IMG_0388-Photoroom.JPG,detail,8,
004,IMG_0389-Photoroom.JPG,detail,9,
004,IMG_0390-Photoroom.JPG,measure,10,
004,IMG_0391-Photoroom.JPG,measure,11,
005,FullSizeRender-Photoroom 7.JPG,front,1,
005,FullSizeRender-Photoroom 8.JPG,back,2,
005,IMG_0392-Photoroom.JPG,detail,3,
005,IMG_0393-Photoroom.JPG,detail,4,
005,IMG_0394-Photoroom.JPG,detail,5,
005,IMG_0395-Photoroom.JPG,detail,6,
005,IMG_0396-Photoroom.JPG,detail,7,
005,IMG_0397-Photoroom.JPG,measure,8,
005,IMG_0398-Photoroom.JPG,measure,9,
006,FullSizeRender-Photoroom 9.JPG,front,1,
006,FullSizeRender-Photoroom 10.JPG,back,2,
006,IMG_0399-Photoroom.JPG,detail,3,
006,IMG_0400-Photoroom.JPG,detail,4,
006,IMG_0401-Photoroom 3.JPG,detail,5,
006,IMG_0402-Photoroom.JPG,detail,6,
006,IMG_0403-Photoroom.JPG,detail,7,
006,IMG_0404-Photoroom.JPG,detail,8,
006,IMG_0405-Photoroom.JPG,detail,9,
006,IMG_0407-Photoroom.JPG,measure,10,
006,IMG_0408-Photoroom.JPG,measure,11,
007,FullSizeRender-Photoroom 12.JPG,front,1,
007,FullSizeRender-Photoroom 11.JPG,back,2,
007,IMG_0416-Photoroom.JPG,detail,3,
007,IMG_0417-Photoroom.JPG,detail,4,
007,IMG_0418-Photoroom.JPG,detail,5,
007,IMG_0419-Photoroom.JPG,detail,6,
007,IMG_0420-Photoroom.JPG,detail,7,
007,IMG_0414-Photoroom.JPG,measure,8,
007,IMG_0415-Photoroom.JPG,measure,9,
008,IMG_1672-Photoroom.JPG,front,1,
008,IMG_1673-Photoroom.JPG,detail,2,
008,IMG_1674-Photoroom.JPG,detail,3,
008,IMG_1675-Photoroom.JPG,detail,4,
008,IMG_1676-Photoroom.JPG,detail,5,
008,IMG_1677-Photoroom.JPG,detail,6,
008,IMG_1678-Photoroom.JPG,detail,7,
008,IMG_1679-Photoroom.JPG,detail,8,
