item_no,source_filename,shot_type,photo_index,notes
001,IMG_1760-Photoroom.JPG,front,1,
001,IMG_1761-Photoroom.JPG,back,2,
001,IMG_1280-Photoroom.JPG,detail,3,
001,IMG_1281-Photoroom.JPG,detail,4,
001,IMG_1282-Photoroom.JPG,detail,5,
001,IMG_1283-Photoroom.JPG,detail,6,
001,IMG_1284-Photoroom.JPG,detail,7,
001,IMG_1285-Photoroom.JPG,detail,8,
001,IMG_1286-Photoroom.JPG,detail,9,
001,IMG_1287-Photoroom.JPG,measure,10,
001,IMG_1288-Photoroom.JPG,measure,11,
002,IMG_1762-Photoroom.JPG,front,1,
002,IMG_1763-Photoroom.JPG,back,2,
002,IMG_1289-Photoroom.JPG,detail,3,
002,IMG_1291-Photoroom.JPG,detail,4,
002,IMG_1292-Photoroom.JPG,detail,5,
002,IMG_1293-Photoroom.JPG,detail,6,
002,IMG_1294-Photoroom.JPG,detail,7,
002,IMG_1295-Photoroom.JPG,detail,8,
002,IMG_1297-Photoroom.JPG,measure,9,
002,IMG_1298-Photoroom.JPG,measure,10,
003,IMG_1766-Photoroom.JPG,front,1,
003,IMG_1765-Photoroom.JPG,back,2,
003,IMG_1301-Photoroom.JPG,detail,3,
003,IMG_1302-Photoroom.JPG,detail,4,
003,IMG_1303-Photoroom.JPG,detail,5,
003,IMG_1304-Photoroom.JPG,detail,6,
003,IMG_1305-Photoroom.JPG,detail,7,
003,IMG_1306-Photoroom 3.JPG,detail,8,
003,IMG_1307-Photoroom.JPG,detail,9,
003,IMG_1308-Photoroom.JPG,detail,10,
003,IMG_1299-Photoroom.JPG,measure,11,
003,IMG_1300-Photoroom.JPG,measure,12,
004,IMG_1767-Photoroom.JPG,front,1,
004,IMG_1768-Photoroom.JPG,back,2,
004,IMG_1309-Photoroom.JPG,detail,3,
004,IMG_1310-Photoroom.JPG,detail,4,
004,IMG_1311-Photoroom.JPG,detail,5,
004,IMG_1312-Photoroom.JPG,detail,6,
004,IMG_1313-Photoroom.JPG,detail,7,
004,IMG_1314-Photoroom.JPG,detail,8,
004,IMG_1315-Photoroom.JPG,detail,9,
004,IMG_1316-Photoroom.JPG,measure,10,
004,IMG_1317-Photoroom.JPG,measure,11,
005,IMG_1769-Photoroom.JPG,front,1,
005,IMG_1770-Photoroom.JPG,back,2,
005,IMG_1319-Photoroom.JPG,detail,3,
005,IMG_1320-Photoroom.JPG,detail,4,
005,IMG_1321-Photoroom.JPG,detail,5,
005,IMG_1322-Photoroom.JPG,detail,6,
005,IMG_1323-Photoroom.JPG,detail,7,
005,IMG_1324-Photoroom.JPG,detail,8,
005,IMG_1325-Photoroom.JPG,detail,9,
005,IMG_1328-Photoroom.JPG,detail,10,
005,IMG_1326-Photoroom.JPG,measure,11,
005,IMG_1327-Photoroom.JPG,measure,12,
006,IMG_1776-Photoroom.JPG,front,1,
006,IMG_1777-Photoroom.JPG,back,2,
006,IMG_1329-Photoroom.JPG,detail,3,
006,IMG_1330-Photoroom.JPG,detail,4,
006,IMG_1331-Photoroom.JPG,detail,5,
006,IMG_1332-Photoroom.JPG,detail,6,
006,IMG_1333-Photoroom.JPG,detail,7,
006,IMG_1334-Photoroom.JPG,detail,8,
006,IMG_1335-Photoroom.JPG,detail,9,
006,IMG_1336-Photoroom.JPG,detail,10,
006,IMG_1337-Photoroom.JPG,measure,11,
006,IMG_1338-Photoroom.JPG,measure,12,
007,IMG_1778-Photoroom.JPG,front,1,
007,IMG_1779-Photoroom.JPG,back,2,
007,IMG_1339-Photoroom.JPG,detail,3,
007,IMG_1340-Photoroom.JPG,detail,4,
007,IMG_1341-Photoroom.JPG,detail,5,
007,IMG_1342-Photoroom.JPG,detail,6,
007,IMG_1343-Photoroom.JPG,detail,7,
007,IMG_1344-Photoroom.JPG,detail,8,
007,IMG_1345-Photoroom.JPG,detail,9,
007,IMG_1346-Photoroom.JPG,detail,10,
007,IMG_1347-Photoroom.JPG,detail,11,
007,IMG_1348-Photoroom.JPG,detail,12,
007,IMG_1349-Photoroom.JPG,detail,13,
007,IMG_1350-Photoroom.JPG,detail,14,
007,IMG_1351-Photoroom.JPG,detail,15,
007,IMG_1352-Photoroom.JPG,measure,16,
007,IMG_1353-Photoroom.JPG,measure,17,
008,IMG_1780-Photoroom.JPG,front,1,
008,IMG_1781-Photoroom.JPG,back,2,
008,IMG_1354-Photoroom.JPG,detail,3,
008,IMG_1355-Photoroom.JPG,detail,4,
008,IMG_1356-Photoroom.JPG,detail,5,
008,IMG_1357-Photoroom.JPG,detail,6,
008,IMG_1358-Photoroom.JPG,detail,7,
008,IMG_1359-Photoroom.JPG,detail,8,
008,IMG_1360-Photoroom.JPG,detail,9,
008,IMG_1361-Photoroom.JPG,detail,10,
008,IMG_1363-Photoroom.JPG,measure,11,
008,IMG_1364-Photoroom.JPG,measure,12,
009,IMG_1783-Photoroom.JPG,front,1,
009,IMG_1784-Photoroom.JPG,back,2,
009,IMG_1365-Photoroom.JPG,detail,3,
009,IMG_1366-Photoroom.JPG,detail,4,
009,IMG_1367-Photoroom.JPG,detail,5,
009,IMG_1368-Photoroom.JPG,detail,6,
009,IMG_1369-Photoroom.JPG,detail,7,
009,IMG_1370-Photoroom.JPG,detail,8,
009,IMG_1371-Photoroom.JPG,detail,9,
009,IMG_1372-Photoroom.JPG,detail,10,
009,IMG_1373-Photoroom.JPG,detail,11,
009,IMG_1374-Photoroom.JPG,measure,12,
009,IMG_1375-Photoroom.JPG,measure,13,
010,IMG_1785-Photoroom.JPG,front,1,
010,IMG_1786-Photoroom.JPG,back,2,
010,IMG_1376-Photoroom.JPG,detail,3,
010,IMG_1379-Photoroom.JPG,detail,4,
010,IMG_1380-Photoroom.JPG,detail,5,
010,IMG_1381-Photoroom.JPG,detail,6,
010,IMG_1382-Photoroom.JPG,detail,7,
010,IMG_1383-Photoroom.JPG,detail,8,
010,IMG_1384-Photoroom.JPG,detail,9,
010,IMG_1385-Photoroom.JPG,detail,10,
010,IMG_1377-Photoroom.JPG,measure,11,
010,IMG_1378-Photoroom.JPG,measure,12,
011,IMG_1787-Photoroom.JPG,front,1,
011,IMG_1788-Photoroom.JPG,back,2,
011,IMG_1386-Photoroom.JPG,detail,3,
011,IMG_1387-Photoroom.JPG,detail,4,
011,IMG_1388-Photoroom.JPG,detail,5,
011,IMG_1389-Photoroom.JPG,detail,6,
011,IMG_1390-Photoroom.JPG,detail,7,
011,IMG_1391-Photoroom.JPG,detail,8,
011,IMG_1392-Photoroom.JPG,detail,9,
011,IMG_1393-Photoroom.JPG,measure,10,
011,IMG_1394-Photoroom.JPG,measure,11,
012,IMG_1790-Photoroom.JPG,front,1,
012,IMG_1791-Photoroom.JPG,back,2,
012,IMG_1395-Photoroom.JPG,detail,3,
012,IMG_1396-Photoroom.JPG,detail,4,
012,IMG_1397-Photoroom.JPG,detail,5,
012,IMG_1398-Photoroom.JPG,detail,6,
012,IMG_1399-Photoroom.JPG,detail,7,
012,IMG_1400-Photoroom.JPG,detail,8,
012,IMG_1401-Photoroom.JPG,detail,9,
012,IMG_1402-Photoroom.JPG,detail,10,
012,IMG_1404-Photoroom.JPG,detail,11,
013,IMG_1792-Photoroom.JPG,front,1,
013,IMG_1793-Photoroom.JPG,back,2,
013,IMG_1405-Photoroom.JPG,detail,3,
013,IMG_1406-Photoroom.JPG,detail,4,
013,IMG_1407-Photoroom.JPG,detail,5,
013,IMG_1408-Photoroom.JPG,detail,6,
013,IMG_1409-Photoroom.JPG,detail,7,
013,IMG_1410-Photoroom.JPG,detail,8,
013,IMG_1411-Photoroom.JPG,detail,9,
013,IMG_1412-Photoroom.JPG,detail,10,
013,IMG_1413-Photoroom.JPG,measure,11,
013,IMG_1414-Photoroom.JPG,measure,12,
